,CSCO.US
1114,-0.0871164456490208
1115,0.0290303851364439
1116,-0.0774743366259909
1117,-0.0290613193839011
1118,0.1354358130985784
1119,0.1641877535252092
1120,0.1253978971737199
1121,-0.1448995363214892
1122,-0.2323780015491817
1123,0.0677310111272309
1124,-0.145348837209294
1125,0.9962756052141596
1126,-0.835602290864708
1127,-0.2541415662650698
1128,0.037636432066246
1129,-0.056486537375261
1130,0.1597894538960445
1131,0.1595345345345361
1132,0.0843881856540116
1133,0.0845042448861776
1134,-0.0564304461942207
1135,0.0468471844842098
1136,0.0281004121393791
1137,0.0
1138,-0.1690751906083509
1139,0.0095693779904283
1140,-0.0563221627710525
1141,-0.0845546786922241
1142,-0.0093958470356017
1143,-0.103461249059456
1144,-0.0847218299915176
1145,0.0658513640639634
1146,-0.1375360325564753
1147,0.0809487951807215
1148,-0.0470854129390688
1149,0.3285151116951459
1150,0.0581182214035977
1151,-0.5039530841964702
1152,-0.0181556714003131
1153,-0.0431608099845356
1154,-0.0287821550638572
1155,0.1347345728913963
1156,0.0718068396014705
1157,0.0269203158650405
1158,0.134420647011386
1159,-0.1975397324234523
1160,0.0717810677433811
1161,0.0896458987001293
1162,0.3573023671281873
