,FISV.US
1066,0.0487606663957759
1067,0.39663266958071
1068,0.1696969696969646
1069,0.096875756841854
1070,0.0443816824692294
1071,0.2174000563629743
1072,0.0442655935613737
1073,-0.3229713362939085
1074,0.0080736315194615
1075,0.0822925743053615
1076,0.9683604985618322
1077,-0.6271104679208794
1078,0.2694121043009729
1079,0.2351811855051503
1080,-0.168269230769228
1081,-0.2023316311783348
1082,0.1058710298363806
1083,-0.1445783132530175
1084,-0.2318616558786541
1085,0.0
1086,0.0965157803300784
1087,0.0482346131583997
1088,0.038572806171655
1089,0.0096422717192082
1090,0.0481881264456547
1091,-0.0365399466459005
1092,0.0281442256627174
1093,-0.1011129174646489
1094,-0.1415458937198098
1095,0.1736111111111176
1096,0.1540832049306592
1097,0.0769822940723617
1098,-0.1252529145389685
1099,0.1250962278675861
1100,0.1363459291001174
1101,0.2357111071815091
1102,-0.0997860338455646
1103,0.3585618761507942
1104,-0.2525988535898095
1105,0.7042253521126662
1106,-0.1642670789448272
1107,0.5859750240153694
1108,0.0576036866359468
1109,0.2680965147453094
1110,0.0478514690400968
1111,0.2672520759759484
1112,-0.2679682266245585
1113,0.1481198337235426
1114,0.1336069093858859
1115,0.0953425179959083
1116,0.1190362822588324
1117,0.0095219958103131
1118,-0.0523984185204521
1119,0.0904245193222909
1120,0.1330798479087457
1121,-0.0431745258885496
1122,-0.1854039634146421
1123,-0.2339683903929621
1124,0.5366641337385997
1125,0.4812141402924264
1126,-0.1204484388029236
1127,-0.2414785919940607
1128,-0.083658672615731
1129,-0.2049180327868841
1130,0.3804398255544183
1131,0.1759911078177081
1132,0.1849112426035529
1133,-0.0832793559729836
1134,0.018503099269137
1135,-0.0555401277422959
1136,0.0277623542476412
1137,-9.254126646732013e-05
1138,-0.2132059723639067
1139,-0.0278293135436003
1140,0.0834182964130164
1141,0.0463220307578257
1142,-0.0185322461082246
1143,-0.2601263470828699
1144,-0.0278784499581833
1145,0.1577287066246072
1146,-0.1114620100315851
1147,0.0556999628666935
1148,-0.0092841890260933
1149,0.0278448115834426
1150,0.0460956946621159
1151,0.3430616831153783
1152,-0.1411353390376344
1153,-0.1381978993919213
1154,0.0644507872203233
1155,0.0
1156,0.055213030275147
1157,-0.0828881930373949
1158,0.0552282768777635
1159,-0.0276217659515708
1160,-0.0460574797347063
1161,0.02762685330141
1162,-0.0092097992263815
1163,-0.0184229918938799
1164,0.1208008368655044
1165,-0.0656416866138774
1166,0.0827890718425068
1167,0.16530443566903
1168,-0.0137772675086113
1169,-0.0643352787096118
1170,0.183477822118241
1171,0.0962331591971441
1172,0.0458043239281762
1173,0.1280878316559932
1174,-0.2844297641985524
1175,0.2777310217135148
1176,-0.2192982456140274
1177,-0.2282525995434914
1178,0.0886861776257356
1179,-0.2328140873687702
1180,-0.5019994894920475
1181,0.1868365180467081
1182,0.0814622473397515
1183,-0.4397852211710605
1184,0.0723927947877255
1185,0.0935971069985104
1186,0.0807685767726567
1187,0.0764590943844951
1188,0.2584417235097291
1189,0.0296484540448933
1190,-0.0381339773738415
1191,0.0973586183542237
1192,0.1268284433922308
1193,0.0253592561284878
1194,0.1266357112705831
1195,-0.1564283600388976
1196,-0.1991019232398538
1197,-0.0508603882342987
1198,-0.131562194966686
1199,0.2159735749978787
1200,0.3391304347826092
1201,0.073858452448185
1202,-0.0913202296051398
1203,0.0521557719054261
1204,0.173550850399157
1205,-0.0496601923203764
1206,0.1319634109333623
1207,-0.0954653937947489
1208,-0.1956521739130385
1209,-0.0260937635905028
1210,-0.0522147767818312
1211,-0.0783835568716281
1212,-0.0435653916528684
1213,-0.0872067672451332
1214,-0.160105933702345
1215,-0.1545796518239845
