,SIRI.US
1207,0.1523229246001626
1208,0.1520912547528484
1209,0.1518602885345449
1210,0.159199454173306
1211,0.5203619909502192
1212,-0.095113003306302
1213,0.0196226415094284
1214,-0.2269288956127031
1215,0.0
1216,-0.2274450341167637
1217,0.2269288956127166
1218,0.0
1219,0.0755857898715025
1220,0.0
1221,0.0
1222,-0.0756429652042343
1223,-0.0757002271006796
1224,0.3770739064856632
1225,0.696594427244581
1226,0.4622496147919915
1227,-0.0771010023130284
1228,-0.1544401544401648
1229,0.2311248073960025
1230,-0.0771010023130284
1231,0.1539645881447234
1232,0.1537279016141396
1233,0.0445612255873683
1234,0.3384379785604902
1235,-0.0766283524904198
1236,0.0
1237,0.0
1238,-0.2304147465437875
1239,0.0
1240,-0.2309468822170851
1241,0.0
1242,0.0769230769230752
1243,-0.0769822940723617
1244,0.0
1245,0.3069838833461178
1246,-0.2307692307692258
1247,-0.1540832049306592
1248,0.0769822940723617
1249,0.2304147465437739
1250,0.6420545746388449
1251,-0.0803212851405748
1252,-0.3223207091055531
1253,0.0805152979066005
1254,0.0
1255,0.1254462993341772
1256,-0.1256038647343071
1257,0.0804505229283973
1258,0.0
1259,0.160642570281121
1260,0.7177033492822955
1261,-0.0798084596967261
1262,0.1593625498008075
1263,0.1591089896579123
1264,0.1588562351072245
1265,0.1586042823156191
1266,-0.4780876494023802
1267,0.0
1268,0.0
1269,0.0796178343949027
1270,-0.0796812749003967
1271,0.1591089896579123
1272,0.4750593824228067
1273,0.0791139240506312
1274,0.0
1275,0.0
1276,-0.0862812769628972
1277,-0.4332755632582384
1278,-0.1736111111111074
1279,0.1733102253032892
1280,0.173010380622849
1281,0.5163511187607464
1282,0.0859845227859119
1283,-0.1722652885443699
1284,0.2577319587628963
1285,-0.0859845227858967
1286,0.0
1287,0.3427592116538059
1288,-0.3439380911435868
1289,-0.2586206896551822
1290,0.0861326442721773
1291,-0.1725625539257944
1292,-0.0863557858376492
1293,0.0862812769628972
1294,0.1722652885443546
1295,0.3433476394849865
1296,0.4273504273504183
1297,0.2557544757033345
1298,-0.8598452278589822
1299,-0.086058519793473
1300,0.4713275726630046
1301,0.7020280811232438
1302,0.0779423226812142
1303,0.3108003108003042
1304,0.0
1305,0.0
1306,0.0
