,TXN.US
1190,0.0983545548791846
1191,-0.0931247339293376
1192,0.191204588910141
1193,-0.0006904657829136
1194,0.0749920390616713
1195,0.0609966319251115
1196,0.1006755861703525
1197,-0.0450593723494529
1198,0.02119991520035
1199,0.0847278119042557
1200,0.1855478816616914
1201,-0.1807197810709055
1202,-0.3055728195566474
1203,0.289196447015066
1204,-0.2173688024014012
1205,-0.1866639012755289
1206,0.2714791736690939
1207,-0.0543253311258225
1208,0.0465428970367706
1209,0.2527597235118173
1210,-0.0206377050872048
1211,0.2470406587750994
1212,0.0565814515714136
1213,0.0257122287359926
1214,-0.1913559065292831
