,ILMN.US
1040,-0.0186646757679162
1041,0.1490947816826417
1042,-0.1373022114987384
1043,0.0626132367046823
1044,0.0452741750779024
1045,0.3106249668135761
1046,0.296468844300902
1047,-0.083451445829414
1048,-0.1206864539402095
1049,0.5381875741986599
1050,-0.1136307494688946
1051,0.2636182216856767
1052,0.0615551287733294
1053,-0.0652910378811176
1054,-0.1443410890966911
1055,-0.1977799203935848
1056,-0.1967571118543054
1057,-0.2821194356120791
1058,0.0943068446915162
1059,-0.4261894673877774
1060,-0.0349048841905914
1061,-0.0324221867517945
1062,0.06231150768924
1063,-0.2430057760719013
1064,0.0056463298855771
1065,-0.260507990581625
1066,0.0325528984599963
1067,0.2734457915568856
1068,-0.1538153715329037
1069,-0.0675743317649368
1070,0.249650489314959
1071,0.2986857825567475
1072,-0.1183697372191748
1073,0.1182297889287051
1074,-0.2370200344302758
1075,0.4865532182711604
1076,0.1305451468632814
1077,-0.5982635764488387
1078,-0.4396785461296102
1079,0.5465941113594404
1080,-0.2654975033491596
1081,-0.5264446620959927
1082,0.4885418062645425
1083,0.5801841085271411
1084,0.2151369382871198
1085,-0.23988369275503
1086,0.3073875680147923
1087,0.0597508570324953
1088,-0.2711207939966121
1089,0.0798200420869274
1090,0.3543022415039698
1091,0.0060251852744554
1092,0.1359840188692863
1093,0.0553256999903825
1094,-0.1566000915508309
1095,0.3457299944779231
1096,-0.1008434705535149
1097,-0.1577623454932747
1098,0.1598173515981784
1099,1.060490774205816
1100,-0.2847053630545053
1101,-0.5246985479272764
1102,0.3680371352785065
1103,0.0231157871102315
1104,0.3162091906419385
1105,-0.1832005877602797
1106,1.3197944116558211
1107,0.1951885373466461
1108,0.8438877675607017
1109,-0.69632684064891
1110,-0.127121406375623
1111,0.069488176152525
1112,0.7671256491477584
1113,0.0452313259240069
1114,0.0279925066213157
1115,0.0199137787202378
1116,-0.1428294239392943
1117,-0.9291294035729012
1118,0.3707075962538977
1119,-0.3240609843624159
1120,-0.2223336312313444
1121,-0.1112905337581265
1122,-0.0174603867475629
1123,0.4832701643118485
1124,0.1398980587788827
1125,-1.254439344534666
1126,0.1907091478203221
1127,0.4991440298661302
1128,0.0020625360943797
1129,0.08861046427762
1130,0.4451829968816707
1131,-0.2509152235613447
1132,0.1294033069733995
1133,-0.2481236294000846
1134,0.0627636588126364
1135,0.0647383894536456
1136,0.1571155780958037
1137,-0.0976251400149964
1138,0.1036833244364134
1139,0.0359169599885089
1140,-0.1449037058352087
1141,0.1313709793296063
1142,0.2314151136596345
1143,-0.2957729121307969
1144,0.0759394946944984
1145,0.0615346747892344
1146,0.1024527180706104
1147,-0.1005045739836633
1148,0.0614955723187837
1149,-0.2321711080520218
1150,-0.5349033624245694
1151,0.1722916004789912
1152,0.4403892944038935
1153,-0.584909816206159
1154,0.5754607944522195
1155,-0.1193709879776384
1156,0.1811638255963827
1157,-0.5010020040080188
1158,0.2802622279628536
1159,0.0596724106436106
1160,-0.1158254084369582
1161,0.1120420888542428
1162,-0.0914221631702768
1163,-0.0890634912888607
1164,0.0524345482702773
1165,-0.2003836614004985
1166,0.0305369619387306
1167,-0.1492427764049511
1168,0.1953458843063889
1169,-0.0806451612903186
1170,0.1561585008783882
1171,-0.0097608589555792
1172,0.0243961941936974
1173,-0.3427172582619283
1174,0.368283700397549
1175,0.0759157335357661
1176,-0.0232018561484827
1177,-0.356677920895823
1178,0.0835430722700412
1179,0.5050398771069585
1180,0.3585507003271065
1181,-0.0146796686589059
1182,0.0670620533562447
1183,0.2237370357979242
1184,-0.3398934161386439
1185,-0.0587815425956311
1186,-0.073530956532693
1187,0.1829667881202657
1188,-0.0991834421377495
1189,0.1373036086742402
1190,-0.1248819393430637
1191,0.2031754011143285
1192,-0.0461022632020174
1193,0.0795678210980349
1194,0.0962262572169769
1195,0.0209143765424281
1196,0.0752351097178711
1197,-0.1800519219495883
1198,0.2818430447399784
1199,0.3868150150774698
1200,-0.5556895153335288
1201,-1.0275716974864326
1202,-0.2948542109734601
1203,-0.2611067809820763
1204,0.4869392016306766
1205,0.0183236212970528
1206,-0.3418242856428166
1207,-0.7419145314459774
1208,-0.2649898944531791
